+------------------------+----------------------------+--------------------+
|                        |     Supported Features     |  Program Commands  |
+========================+============================+====================+
| Compatible Layers      | Hopfield Layer,            | hopfield,          |
|                        | HopfieldLayer Layer,       | hopfield_layer,    |
|                        | HopfieldPooling Layer,     | hopfield_pooling,  |
|                        | LSTM,                      | lstm,              |
|                        | GRU                        | gru                |
+------------------------+----------------------------+--------------------+
| Supported Loss Metrics | Huber Loss,                | huber,             |
|                        | Mean Absolute Error Loss,  | mae,               |
|                        | Mean Squared Error Loss,   | mse,               |
|                        | SmoothL1 Loss              | smooth_l1          |
+------------------------+----------------------------+--------------------+
| Supported Optimizers   | RMSprop (default),         | rmsprop,           |
|                        | AdamW,                     | adam,              |
|                        | Adam,                      | adamW,             |
|                        | SGD                        |  sgd               |
+------------------------+----------------------------+--------------------+
+------------------------------+-----------------------------------------------+
|          Parameter           |                     Value                     |
+==============================+===============================================+
| Layer Type:                  | lstm                                          |
+------------------------------+-----------------------------------------------+
| Loss Metric:                 | huber                                         |
+------------------------------+-----------------------------------------------+
| Sequence Length:             | 20                                            |
+------------------------------+-----------------------------------------------+
| Learning Rate:               | 0.001                                         |
+------------------------------+-----------------------------------------------+
| Target Update Steps:         | 100                                           |
+------------------------------+-----------------------------------------------+
| Optimizer:                   | rmsprop                                       |
+------------------------------+-----------------------------------------------+
| Weight Decay:                | 0                                             |
+------------------------------+-----------------------------------------------+
| Hopfield Inverse Temperature | 0.100                                         |
+------------------------------+-----------------------------------------------+
| Scale Q-values with lr       | True                                          |
+------------------------------+-----------------------------------------------+
| Hard or Soft Update          | True                                          |
+------------------------------+-----------------------------------------------+
| Polyak Factor                | None                                          |
+------------------------------+-----------------------------------------------+
| Make POMDP                   | Train: True, Hidden dims: [1, 2], mask        |
|                              | Evaluation: True, Hidden dims: [1, 2, 3],     |
|                              | mask                                          |
+------------------------------+-----------------------------------------------+
---------------
| TRAINING... |
---------------
| Episode:   1 | Epsilon:  0.90 | Reward:  19.0 | Average Reward: 19.000 | Steps:    19 | Total Reward:  19.0|
| Episode:   2 | Epsilon:  0.86 | Reward:  17.0 | Average Reward: 18.000 | Steps:    36 | Total Reward:  36.0|
| Episode:   3 | Epsilon:  0.82 | Reward:  12.0 | Average Reward: 16.000 | Steps:    48 | Total Reward:  48.0|
| Episode:   4 | Epsilon:  0.79 | Reward:   9.0 | Average Reward: 14.250 | Steps:    57 | Total Reward:  57.0|
| Episode:   5 | Epsilon:  0.75 | Reward:  15.0 | Average Reward: 14.400 | Steps:    72 | Total Reward:  72.0|
| Episode:   6 | Epsilon:  0.72 | Reward:  12.0 | Average Reward: 14.000 | Steps:    84 | Total Reward:  84.0|
| Episode:   7 | Epsilon:  0.69 | Reward:  20.0 | Average Reward: 14.857 | Steps:   104 | Total Reward: 104.0|
| Episode:   8 | Epsilon:  0.66 | Reward:  10.0 | Average Reward: 14.250 | Steps:   114 | Total Reward: 114.0|
| Episode:   9 | Epsilon:  0.64 | Reward:  12.0 | Average Reward: 14.000 | Steps:   126 | Total Reward: 126.0|
| Episode:  10 | Epsilon:  0.61 | Reward:  55.0 | Average Reward: 18.100 | Steps:   181 | Total Reward: 181.0|
| Episode:  11 | Epsilon:  0.59 | Reward:  14.0 | Average Reward: 17.727 | Steps:   195 | Total Reward: 195.0|
| Episode:  12 | Epsilon:  0.56 | Reward:  17.0 | Average Reward: 17.667 | Steps:   212 | Total Reward: 212.0|
| Episode:  13 | Epsilon:  0.54 | Reward:  18.0 | Average Reward: 17.692 | Steps:   230 | Total Reward: 230.0|
| Episode:  14 | Epsilon:  0.52 | Reward:  17.0 | Average Reward: 17.643 | Steps:   247 | Total Reward: 247.0|
| Episode:  15 | Epsilon:  0.50 | Reward:  13.0 | Average Reward: 17.333 | Steps:   260 | Total Reward: 260.0|
| Episode:  16 | Epsilon:  0.48 | Reward:  15.0 | Average Reward: 17.188 | Steps:   275 | Total Reward: 275.0|
| Episode:  17 | Epsilon:  0.46 | Reward:   9.0 | Average Reward: 16.706 | Steps:   284 | Total Reward: 284.0|
| Episode:  18 | Epsilon:  0.44 | Reward:  17.0 | Average Reward: 16.722 | Steps:   301 | Total Reward: 301.0|
| Episode:  19 | Epsilon:  0.43 | Reward:   8.0 | Average Reward: 16.263 | Steps:   309 | Total Reward: 309.0|
| Episode:  20 | Epsilon:  0.41 | Reward:  17.0 | Average Reward: 16.300 | Steps:   326 | Total Reward: 326.0|
| Episode:  21 | Epsilon:  0.39 | Reward:  10.0 | Average Reward: 16.000 | Steps:   336 | Total Reward: 336.0|
| Episode:  22 | Epsilon:  0.38 | Reward:  10.0 | Average Reward: 15.727 | Steps:   346 | Total Reward: 346.0|
| Episode:  23 | Epsilon:  0.37 | Reward:  11.0 | Average Reward: 15.522 | Steps:   357 | Total Reward: 357.0|
| Episode:  24 | Epsilon:  0.35 | Reward:  12.0 | Average Reward: 15.375 | Steps:   369 | Total Reward: 369.0|
| Episode:  25 | Epsilon:  0.34 | Reward:  14.0 | Average Reward: 15.320 | Steps:   383 | Total Reward: 383.0|
| Episode:  26 | Epsilon:  0.33 | Reward:  10.0 | Average Reward: 15.115 | Steps:   393 | Total Reward: 393.0|
| Episode:  27 | Epsilon:  0.32 | Reward:   9.0 | Average Reward: 14.889 | Steps:   402 | Total Reward: 402.0|
| Episode:  28 | Epsilon:  0.31 | Reward:  10.0 | Average Reward: 14.714 | Steps:   412 | Total Reward: 412.0|
| Episode:  29 | Epsilon:  0.30 | Reward:  12.0 | Average Reward: 14.621 | Steps:   424 | Total Reward: 424.0|
| Episode:  30 | Epsilon:  0.29 | Reward:  13.0 | Average Reward: 14.567 | Steps:   437 | Total Reward: 437.0|
| Episode:  31 | Epsilon:  0.28 | Reward:  12.0 | Average Reward: 14.484 | Steps:   449 | Total Reward: 449.0|
| Episode:  32 | Epsilon:  0.27 | Reward:  10.0 | Average Reward: 14.344 | Steps:   459 | Total Reward: 459.0|
| Episode:  33 | Epsilon:  0.26 | Reward:  13.0 | Average Reward: 14.303 | Steps:   472 | Total Reward: 472.0|
| Episode:  34 | Epsilon:  0.25 | Reward:  10.0 | Average Reward: 14.176 | Steps:   482 | Total Reward: 482.0|
| Episode:  35 | Epsilon:  0.25 | Reward:   9.0 | Average Reward: 14.029 | Steps:   491 | Total Reward: 491.0|
| Episode:  36 | Epsilon:  0.24 | Reward:   9.0 | Average Reward: 13.889 | Steps:   500 | Total Reward: 500.0|
| Episode:  37 | Epsilon:  0.23 | Reward:  10.0 | Average Reward: 13.784 | Steps:   510 | Total Reward: 510.0|
| Episode:  38 | Epsilon:  0.23 | Reward:  15.0 | Average Reward: 13.816 | Steps:   525 | Total Reward: 525.0|
| Episode:  39 | Epsilon:  0.22 | Reward:   9.0 | Average Reward: 13.692 | Steps:   534 | Total Reward: 534.0|
| Episode:  40 | Epsilon:  0.21 | Reward:  17.0 | Average Reward: 13.775 | Steps:   551 | Total Reward: 551.0|
| Episode:  41 | Epsilon:  0.21 | Reward:  12.0 | Average Reward: 13.732 | Steps:   563 | Total Reward: 563.0|
| Episode:  42 | Epsilon:  0.20 | Reward:   9.0 | Average Reward: 13.619 | Steps:   572 | Total Reward: 572.0|
| Episode:  43 | Epsilon:  0.20 | Reward:   9.0 | Average Reward: 13.512 | Steps:   581 | Total Reward: 581.0|
| Episode:  44 | Epsilon:  0.19 | Reward:   9.0 | Average Reward: 13.409 | Steps:   590 | Total Reward: 590.0|
