+------------------------+----------------------------+--------------------+
|                        |     Supported Features     |  Program Commands  |
+========================+============================+====================+
| Compatible Layers      | Hopfield Layer,            | hopfield,          |
|                        | HopfieldLayer Layer,       | hopfield_layer,    |
|                        | HopfieldPooling Layer,     | hopfield_pooling,  |
|                        | LSTM,                      | lstm,              |
|                        | GRU                        | gru                |
+------------------------+----------------------------+--------------------+
| Supported Loss Metrics | Huber Loss,                | huber,             |
|                        | Mean Absolute Error Loss,  | mae,               |
|                        | Mean Squared Error Loss,   | mse,               |
|                        | SmoothL1 Loss              | smooth_l1          |
+------------------------+----------------------------+--------------------+
| Supported Optimizers   | RMSprop (default),         | rmsprop,           |
|                        | AdamW,                     | adam,              |
|                        | Adam                       | adamW              |
+------------------------+----------------------------+--------------------+
+------------------------------+---------+
|          Parameter           |  Value  |
+==============================+=========+
| Loss Metric:                 | huber   |
+------------------------------+---------+
| Sequence Length:             | 50      |
+------------------------------+---------+
| Learning Rate:               | 0.001   |
+------------------------------+---------+
| Update Target Steps:         | 10000   |
+------------------------------+---------+
| Optimizer:                   | rmsprop |
+------------------------------+---------+
| Hopfield Inverse Temperature | 0.100   |
+------------------------------+---------+
| Big or Small Loss            | no      |
+------------------------------+---------+
| Soft or Hard Update          | hard    |
+------------------------------+---------+
| Polyak Factor                | None    |
+------------------------------+---------+
| Episode:   1 | Epsilon:  0.90 | Reward: -110.01457127156968 | Average Reward: -110.015 | Steps:    61 | Total Reward: -110.01457127156968|
| Episode:   2 | Epsilon:  0.86 | Reward: -178.5415499948819 | Average Reward: -144.278 | Steps:   128 | Total Reward: -288.55612126645167|
| Episode:   3 | Epsilon:  0.82 | Reward: -180.78826918343282 | Average Reward: -156.448 | Steps:   190 | Total Reward: -469.344390449884|
| Episode:   4 | Epsilon:  0.78 | Reward: -203.6472605809298 | Average Reward: -168.248 | Steps:   276 | Total Reward: -672.9916510308136|
| Episode:   5 | Epsilon:  0.75 | Reward: -67.85982858814319 | Average Reward: -148.170 | Steps:   382 | Total Reward: -740.8514796189559|
| Episode:   6 | Epsilon:  0.71 | Reward: -100.83223061977657 | Average Reward: -140.281 | Steps:   442 | Total Reward: -841.6837102387324|
| Episode:   7 | Epsilon:  0.68 | Reward: -229.25659097600635 | Average Reward: -152.991 | Steps:   572 | Total Reward: -1070.9403012147382|
| Episode:   8 | Epsilon:  0.65 | Reward: -145.32058046496678 | Average Reward: -152.033 | Steps:   669 | Total Reward: -1216.2608816797049|
| Episode:   9 | Epsilon:  0.62 | Reward: -110.45550315018616 | Average Reward: -147.413 | Steps:   733 | Total Reward: -1326.716384829891|
| Episode:  10 | Epsilon:  0.59 | Reward: -123.07873105809713 | Average Reward: -144.980 | Steps:   814 | Total Reward: -1449.7951158879878|
| Episode:  11 | Epsilon:  0.57 | Reward: -112.35325482483714 | Average Reward: -142.013 | Steps:   879 | Total Reward: -1562.1483707128243|
