+------------------------+----------------------------+--------------------+
|                        |     Supported Features     |  Program Commands  |
+========================+============================+====================+
| Compatible Layers      | Hopfield Layer,            | hopfield,          |
|                        | HopfieldLayer Layer,       | hopfield_layer,    |
|                        | HopfieldPooling Layer,     | hopfield_pooling,  |
|                        | LSTM,                      | lstm,              |
|                        | GRU                        | gru                |
+------------------------+----------------------------+--------------------+
| Supported Loss Metrics | Huber Loss,                | huber,             |
|                        | Mean Absolute Error Loss,  | mae,               |
|                        | Mean Squared Error Loss,   | mse,               |
|                        | SmoothL1 Loss              | smooth_l1          |
+------------------------+----------------------------+--------------------+
| Supported Optimizers   | RMSprop (default),         | rmsprop,           |
|                        | AdamW,                     | adam,              |
|                        | Adam,                      | adamW,             |
|                        | SGD                        |  sgd               |
+------------------------+----------------------------+--------------------+
+------------------------------+-----------------------------------------------+
|          Parameter           |                     Value                     |
+==============================+===============================================+
| Layer Type:                  | lstm                                          |
+------------------------------+-----------------------------------------------+
| Loss Metric:                 | huber                                         |
+------------------------------+-----------------------------------------------+
| Sequence Length:             | 20                                            |
+------------------------------+-----------------------------------------------+
| Learning Rate:               | 0.001                                         |
+------------------------------+-----------------------------------------------+
| Target Update Steps:         | 100                                           |
+------------------------------+-----------------------------------------------+
| Optimizer:                   | rmsprop                                       |
+------------------------------+-----------------------------------------------+
| Hopfield Inverse Temperature | 0.100                                         |
+------------------------------+-----------------------------------------------+
| Scale Q-values with lr       | True                                          |
+------------------------------+-----------------------------------------------+
| Hard or Soft Update          | True                                          |
+------------------------------+-----------------------------------------------+
| Polyak Factor                | None                                          |
+------------------------------+-----------------------------------------------+
| Make POMDP                   | Train: True, Hidden dims: [1, 2], mask        |
|                              | Evaluation: True, Hidden dims: [1, 2, 3],     |
|                              | mask                                          |
+------------------------------+-----------------------------------------------+
---------------
| TRAINING... |
---------------
| Episode:   1 | Epsilon:  0.90 | Reward:  18.0 | Average Reward: 18.000 | Steps:    18 | Total Reward:  18.0|
| Episode:   2 | Epsilon:  0.86 | Reward:  13.0 | Average Reward: 15.500 | Steps:    31 | Total Reward:  31.0|
| Episode:   3 | Epsilon:  0.82 | Reward:  50.0 | Average Reward: 27.000 | Steps:    81 | Total Reward:  81.0|
| Episode:   4 | Epsilon:  0.79 | Reward:  10.0 | Average Reward: 22.750 | Steps:    91 | Total Reward:  91.0|
| Episode:   5 | Epsilon:  0.75 | Reward:  16.0 | Average Reward: 21.400 | Steps:   107 | Total Reward: 107.0|
| Episode:   6 | Epsilon:  0.72 | Reward:  15.0 | Average Reward: 20.333 | Steps:   122 | Total Reward: 122.0|
| Episode:   7 | Epsilon:  0.69 | Reward:  14.0 | Average Reward: 19.429 | Steps:   136 | Total Reward: 136.0|
| Episode:   8 | Epsilon:  0.66 | Reward:  13.0 | Average Reward: 18.625 | Steps:   149 | Total Reward: 149.0|
| Episode:   9 | Epsilon:  0.64 | Reward:  19.0 | Average Reward: 18.667 | Steps:   168 | Total Reward: 168.0|
| Episode:  10 | Epsilon:  0.61 | Reward:  25.0 | Average Reward: 19.300 | Steps:   193 | Total Reward: 193.0|
| Episode:  11 | Epsilon:  0.59 | Reward:  10.0 | Average Reward: 18.455 | Steps:   203 | Total Reward: 203.0|
| Episode:  12 | Epsilon:  0.56 | Reward:  20.0 | Average Reward: 18.583 | Steps:   223 | Total Reward: 223.0|
| Episode:  13 | Epsilon:  0.54 | Reward:  10.0 | Average Reward: 17.923 | Steps:   233 | Total Reward: 233.0|
| Episode:  14 | Epsilon:  0.52 | Reward:  18.0 | Average Reward: 17.929 | Steps:   251 | Total Reward: 251.0|
| Episode:  15 | Epsilon:  0.50 | Reward:  18.0 | Average Reward: 17.933 | Steps:   269 | Total Reward: 269.0|
| Episode:  16 | Epsilon:  0.48 | Reward:  12.0 | Average Reward: 17.562 | Steps:   281 | Total Reward: 281.0|
| Episode:  17 | Epsilon:  0.46 | Reward:  10.0 | Average Reward: 17.118 | Steps:   291 | Total Reward: 291.0|
| Episode:  18 | Epsilon:  0.44 | Reward:  12.0 | Average Reward: 16.833 | Steps:   303 | Total Reward: 303.0|
| Episode:  19 | Epsilon:  0.43 | Reward:  19.0 | Average Reward: 16.947 | Steps:   322 | Total Reward: 322.0|
| Episode:  20 | Epsilon:  0.41 | Reward:  11.0 | Average Reward: 16.650 | Steps:   333 | Total Reward: 333.0|
| Episode:  21 | Epsilon:  0.39 | Reward:  17.0 | Average Reward: 16.667 | Steps:   350 | Total Reward: 350.0|
| Episode:  22 | Epsilon:  0.38 | Reward:  15.0 | Average Reward: 16.591 | Steps:   365 | Total Reward: 365.0|
| Episode:  23 | Epsilon:  0.37 | Reward:  17.0 | Average Reward: 16.609 | Steps:   382 | Total Reward: 382.0|
| Episode:  24 | Epsilon:  0.35 | Reward:  12.0 | Average Reward: 16.417 | Steps:   394 | Total Reward: 394.0|
| Episode:  25 | Epsilon:  0.34 | Reward:   9.0 | Average Reward: 16.120 | Steps:   403 | Total Reward: 403.0|
| Episode:  26 | Epsilon:  0.33 | Reward:  13.0 | Average Reward: 16.000 | Steps:   416 | Total Reward: 416.0|
| Episode:  27 | Epsilon:  0.32 | Reward:   8.0 | Average Reward: 15.704 | Steps:   424 | Total Reward: 424.0|
| Episode:  28 | Epsilon:  0.31 | Reward:  10.0 | Average Reward: 15.500 | Steps:   434 | Total Reward: 434.0|
| Episode:  29 | Epsilon:  0.30 | Reward:  12.0 | Average Reward: 15.379 | Steps:   446 | Total Reward: 446.0|
| Episode:  30 | Epsilon:  0.29 | Reward:   9.0 | Average Reward: 15.167 | Steps:   455 | Total Reward: 455.0|
| Episode:  31 | Epsilon:  0.28 | Reward:  12.0 | Average Reward: 15.065 | Steps:   467 | Total Reward: 467.0|
| Episode:  32 | Epsilon:  0.27 | Reward:  10.0 | Average Reward: 14.906 | Steps:   477 | Total Reward: 477.0|
| Episode:  33 | Epsilon:  0.26 | Reward:  12.0 | Average Reward: 14.818 | Steps:   489 | Total Reward: 489.0|
| Episode:  34 | Epsilon:  0.25 | Reward:  11.0 | Average Reward: 14.706 | Steps:   500 | Total Reward: 500.0|
| Episode:  35 | Epsilon:  0.25 | Reward:  10.0 | Average Reward: 14.571 | Steps:   510 | Total Reward: 510.0|
| Episode:  36 | Epsilon:  0.24 | Reward:  11.0 | Average Reward: 14.472 | Steps:   521 | Total Reward: 521.0|
| Episode:  37 | Epsilon:  0.23 | Reward:  10.0 | Average Reward: 14.351 | Steps:   531 | Total Reward: 531.0|
| Episode:  38 | Epsilon:  0.23 | Reward:   9.0 | Average Reward: 14.211 | Steps:   540 | Total Reward: 540.0|
| Episode:  39 | Epsilon:  0.22 | Reward:   8.0 | Average Reward: 14.051 | Steps:   548 | Total Reward: 548.0|
| Episode:  40 | Epsilon:  0.21 | Reward:  10.0 | Average Reward: 13.950 | Steps:   558 | Total Reward: 558.0|
| Episode:  41 | Epsilon:  0.21 | Reward:   9.0 | Average Reward: 13.829 | Steps:   567 | Total Reward: 567.0|
| Episode:  42 | Epsilon:  0.20 | Reward:  13.0 | Average Reward: 13.810 | Steps:   580 | Total Reward: 580.0|
| Episode:  43 | Epsilon:  0.20 | Reward:  10.0 | Average Reward: 13.721 | Steps:   590 | Total Reward: 590.0|
| Episode:  44 | Epsilon:  0.19 | Reward:   9.0 | Average Reward: 13.614 | Steps:   599 | Total Reward: 599.0|
| Episode:  45 | Epsilon:  0.19 | Reward:  10.0 | Average Reward: 13.533 | Steps:   609 | Total Reward: 609.0|
| Episode:  46 | Epsilon:  0.18 | Reward:   8.0 | Average Reward: 13.413 | Steps:   617 | Total Reward: 617.0|
| Episode:  47 | Epsilon:  0.18 | Reward:  11.0 | Average Reward: 13.362 | Steps:   628 | Total Reward: 628.0|
| Episode:  48 | Epsilon:  0.18 | Reward:   8.0 | Average Reward: 13.250 | Steps:   636 | Total Reward: 636.0|
| Episode:  49 | Epsilon:  0.17 | Reward:   9.0 | Average Reward: 13.163 | Steps:   645 | Total Reward: 645.0|
| Episode:  50 | Epsilon:  0.17 | Reward:  12.0 | Average Reward: 13.140 | Steps:   657 | Total Reward: 657.0|
| Episode:  51 | Epsilon:  0.17 | Reward:  13.0 | Average Reward: 13.137 | Steps:   670 | Total Reward: 670.0|
| Episode:  52 | Epsilon:  0.16 | Reward:   9.0 | Average Reward: 13.058 | Steps:   679 | Total Reward: 679.0|
| Episode:  53 | Epsilon:  0.16 | Reward:  12.0 | Average Reward: 13.038 | Steps:   691 | Total Reward: 691.0|
| Episode:  54 | Epsilon:  0.16 | Reward:  12.0 | Average Reward: 13.019 | Steps:   703 | Total Reward: 703.0|
| Episode:  55 | Epsilon:  0.15 | Reward:  14.0 | Average Reward: 13.036 | Steps:   717 | Total Reward: 717.0|
| Episode:  56 | Epsilon:  0.15 | Reward:   9.0 | Average Reward: 12.964 | Steps:   726 | Total Reward: 726.0|
| Episode:  57 | Epsilon:  0.15 | Reward:  11.0 | Average Reward: 12.930 | Steps:   737 | Total Reward: 737.0|
| Episode:  58 | Epsilon:  0.15 | Reward:  12.0 | Average Reward: 12.914 | Steps:   749 | Total Reward: 749.0|
| Episode:  59 | Epsilon:  0.14 | Reward:  10.0 | Average Reward: 12.864 | Steps:   759 | Total Reward: 759.0|
| Episode:  60 | Epsilon:  0.14 | Reward:   9.0 | Average Reward: 12.800 | Steps:   768 | Total Reward: 768.0|
| Episode:  61 | Epsilon:  0.14 | Reward:  11.0 | Average Reward: 12.770 | Steps:   779 | Total Reward: 779.0|
| Episode:  62 | Epsilon:  0.14 | Reward:  12.0 | Average Reward: 12.758 | Steps:   791 | Total Reward: 791.0|
| Episode:  63 | Epsilon:  0.14 | Reward:  10.0 | Average Reward: 12.714 | Steps:   801 | Total Reward: 801.0|
| Episode:  64 | Epsilon:  0.13 | Reward:  10.0 | Average Reward: 12.672 | Steps:   811 | Total Reward: 811.0|
| Episode:  65 | Epsilon:  0.13 | Reward:  10.0 | Average Reward: 12.631 | Steps:   821 | Total Reward: 821.0|
| Episode:  66 | Epsilon:  0.13 | Reward:  10.0 | Average Reward: 12.591 | Steps:   831 | Total Reward: 831.0|
| Episode:  67 | Epsilon:  0.13 | Reward:  11.0 | Average Reward: 12.567 | Steps:   842 | Total Reward: 842.0|
| Episode:  68 | Epsilon:  0.13 | Reward:  10.0 | Average Reward: 12.529 | Steps:   852 | Total Reward: 852.0|
| Episode:  69 | Epsilon:  0.13 | Reward:  10.0 | Average Reward: 12.493 | Steps:   862 | Total Reward: 862.0|
| Episode:  70 | Epsilon:  0.13 | Reward:  10.0 | Average Reward: 12.457 | Steps:   872 | Total Reward: 872.0|
| Episode:  71 | Epsilon:  0.12 | Reward:   8.0 | Average Reward: 12.394 | Steps:   880 | Total Reward: 880.0|
| Episode:  72 | Epsilon:  0.12 | Reward:  11.0 | Average Reward: 12.375 | Steps:   891 | Total Reward: 891.0|
| Episode:  73 | Epsilon:  0.12 | Reward:   8.0 | Average Reward: 12.315 | Steps:   899 | Total Reward: 899.0|
| Episode:  74 | Epsilon:  0.12 | Reward:  13.0 | Average Reward: 12.324 | Steps:   912 | Total Reward: 912.0|
| Episode:  75 | Epsilon:  0.12 | Reward:   8.0 | Average Reward: 12.267 | Steps:   920 | Total Reward: 920.0|
| Episode:  76 | Epsilon:  0.12 | Reward:  10.0 | Average Reward: 12.237 | Steps:   930 | Total Reward: 930.0|
| Episode:  77 | Epsilon:  0.12 | Reward:   9.0 | Average Reward: 12.195 | Steps:   939 | Total Reward: 939.0|
| Episode:  78 | Epsilon:  0.12 | Reward:  10.0 | Average Reward: 12.167 | Steps:   949 | Total Reward: 949.0|
| Episode:  79 | Epsilon:  0.12 | Reward:  10.0 | Average Reward: 12.139 | Steps:   959 | Total Reward: 959.0|
| Episode:  80 | Epsilon:  0.12 | Reward:  10.0 | Average Reward: 12.113 | Steps:   969 | Total Reward: 969.0|
| Episode:  81 | Epsilon:  0.11 | Reward:   9.0 | Average Reward: 12.074 | Steps:   978 | Total Reward: 978.0|
| Episode:  82 | Epsilon:  0.11 | Reward:   9.0 | Average Reward: 12.037 | Steps:   987 | Total Reward: 987.0|
| Episode:  83 | Epsilon:  0.11 | Reward:   9.0 | Average Reward: 12.000 | Steps:   996 | Total Reward: 996.0|
| Episode:  84 | Epsilon:  0.11 | Reward:  10.0 | Average Reward: 11.976 | Steps:  1006 | Total Reward: 1006.0|
| Episode:  85 | Epsilon:  0.11 | Reward:  10.0 | Average Reward: 11.953 | Steps:  1016 | Total Reward: 1016.0|
| Episode:  86 | Epsilon:  0.11 | Reward:  10.0 | Average Reward: 11.930 | Steps:  1026 | Total Reward: 1026.0|
| Episode:  87 | Epsilon:  0.11 | Reward:  10.0 | Average Reward: 11.908 | Steps:  1036 | Total Reward: 1036.0|
| Episode:  88 | Epsilon:  0.11 | Reward:  13.0 | Average Reward: 11.920 | Steps:  1049 | Total Reward: 1049.0|
| Episode:  89 | Epsilon:  0.11 | Reward:  39.0 | Average Reward: 12.225 | Steps:  1088 | Total Reward: 1088.0|
| Episode:  90 | Epsilon:  0.11 | Reward:  13.0 | Average Reward: 12.233 | Steps:  1101 | Total Reward: 1101.0|
| Episode:  91 | Epsilon:  0.11 | Reward:  10.0 | Average Reward: 12.209 | Steps:  1111 | Total Reward: 1111.0|
| Episode:  92 | Epsilon:  0.11 | Reward:  12.0 | Average Reward: 12.207 | Steps:  1123 | Total Reward: 1123.0|
| Episode:  93 | Epsilon:  0.11 | Reward:   9.0 | Average Reward: 12.172 | Steps:  1132 | Total Reward: 1132.0|
| Episode:  94 | Epsilon:  0.11 | Reward:  11.0 | Average Reward: 12.160 | Steps:  1143 | Total Reward: 1143.0|
| Episode:  95 | Epsilon:  0.11 | Reward:  14.0 | Average Reward: 12.179 | Steps:  1157 | Total Reward: 1157.0|
| Episode:  96 | Epsilon:  0.11 | Reward:  14.0 | Average Reward: 12.198 | Steps:  1171 | Total Reward: 1171.0|
| Episode:  97 | Epsilon:  0.11 | Reward:  18.0 | Average Reward: 12.258 | Steps:  1189 | Total Reward: 1189.0|
| Episode:  98 | Epsilon:  0.11 | Reward:  12.0 | Average Reward: 12.255 | Steps:  1201 | Total Reward: 1201.0|
| Episode:  99 | Epsilon:  0.11 | Reward:  10.0 | Average Reward: 12.232 | Steps:  1211 | Total Reward: 1211.0|
| Episode: 100 | Epsilon:  0.11 | Reward:  73.0 | Average Reward: 12.840 | Steps:  1284 | Total Reward: 1284.0|
| Episode: 101 | Epsilon:  0.11 | Reward:  68.0 | Average Reward: 13.340 | Steps:  1352 | Total Reward: 1352.0|
| Episode: 102 | Epsilon:  0.11 | Reward:  73.0 | Average Reward: 13.940 | Steps:  1425 | Total Reward: 1425.0|
| Episode: 103 | Epsilon:  0.10 | Reward:  66.0 | Average Reward: 14.100 | Steps:  1491 | Total Reward: 1491.0|
| Episode: 104 | Epsilon:  0.10 | Reward:  69.0 | Average Reward: 14.690 | Steps:  1560 | Total Reward: 1560.0|
| Episode: 105 | Epsilon:  0.10 | Reward:  33.0 | Average Reward: 14.860 | Steps:  1593 | Total Reward: 1593.0|
| Episode: 106 | Epsilon:  0.10 | Reward:  71.0 | Average Reward: 15.420 | Steps:  1664 | Total Reward: 1664.0|
| Episode: 107 | Epsilon:  0.10 | Reward:  59.0 | Average Reward: 15.870 | Steps:  1723 | Total Reward: 1723.0|
| Episode: 108 | Epsilon:  0.10 | Reward:  62.0 | Average Reward: 16.360 | Steps:  1785 | Total Reward: 1785.0|
| Episode: 109 | Epsilon:  0.10 | Reward:  61.0 | Average Reward: 16.780 | Steps:  1846 | Total Reward: 1846.0|
| Episode: 110 | Epsilon:  0.10 | Reward: 110.0 | Average Reward: 17.630 | Steps:  1956 | Total Reward: 1956.0|
| Episode: 111 | Epsilon:  0.10 | Reward:  54.0 | Average Reward: 18.070 | Steps:  2010 | Total Reward: 2010.0|
| Episode: 112 | Epsilon:  0.10 | Reward:  32.0 | Average Reward: 18.190 | Steps:  2042 | Total Reward: 2042.0|
| Episode: 113 | Epsilon:  0.10 | Reward:  56.0 | Average Reward: 18.650 | Steps:  2098 | Total Reward: 2098.0|
