+------------------------+----------------------------+--------------------+
|                        |     Supported Features     |  Program Commands  |
+========================+============================+====================+
| Compatible Layers      | Hopfield Layer,            | hopfield,          |
|                        | HopfieldLayer Layer,       | hopfield_layer,    |
|                        | HopfieldPooling Layer,     | hopfield_pooling,  |
|                        | LSTM,                      | lstm,              |
|                        | GRU                        | gru                |
+------------------------+----------------------------+--------------------+
| Supported Loss Metrics | Huber Loss,                | huber,             |
|                        | Mean Absolute Error Loss,  | mae,               |
|                        | Mean Squared Error Loss,   | mse,               |
|                        | SmoothL1 Loss              | smooth_l1          |
+------------------------+----------------------------+--------------------+
| Supported Optimizers   | RMSprop (default),         | rmsprop,           |
|                        | AdamW,                     | adam,              |
|                        | Adam                       | adamW              |
+------------------------+----------------------------+--------------------+
+------------------------------+---------+
|          Parameter           |  Value  |
+==============================+=========+
| Loss Metric:                 | mse     |
+------------------------------+---------+
| Sequence Length:             | 50      |
+------------------------------+---------+
| Learning Rate:               | 0.001   |
+------------------------------+---------+
| Update Target Steps:         | 100     |
+------------------------------+---------+
| Optimizer:                   | rmsprop |
+------------------------------+---------+
| Hopfield Inverse Temperature | 0.100   |
+------------------------------+---------+
| Big or Small Loss            | yes     |
+------------------------------+---------+
| Soft or Hard Update          | hard    |
+------------------------------+---------+
| Polyak Factor                | None    |
+------------------------------+---------+
| Episode:   1 | Epsilon:  0.90 | Reward: -115.62771338736933 | Average Reward: -115.628 | Steps:    66 | Total Reward: -115.62771338736933|
| Episode:   2 | Epsilon:  0.86 | Reward: -530.289292837036 | Average Reward: -322.959 | Steps:   165 | Total Reward: -645.917006224405|
| Episode:   3 | Epsilon:  0.82 | Reward: -331.3001899513022 | Average Reward: -325.739 | Steps:   253 | Total Reward: -977.217196175706|
| Episode:   4 | Epsilon:  0.79 | Reward: -248.94283128277488 | Average Reward: -306.540 | Steps:   327 | Total Reward: -1226.160027458481|
| Episode:   5 | Epsilon:  0.75 | Reward: -179.21157194259575 | Average Reward: -281.074 | Steps:   431 | Total Reward: -1405.3715994010765|
| Episode:   6 | Epsilon:  0.72 | Reward: -85.9949351778603 | Average Reward: -248.561 | Steps:   492 | Total Reward: -1491.366534578936|
| Episode:   7 | Epsilon:  0.69 | Reward: -212.094701915016 | Average Reward: -243.352 | Steps:   550 | Total Reward: -1703.4612364939517|
| Episode:   8 | Epsilon:  0.66 | Reward: -216.8761606701385 | Average Reward: -240.042 | Steps:   608 | Total Reward: -1920.3373971640897|
| Episode:   9 | Epsilon:  0.64 | Reward: -339.6606027208242 | Average Reward: -251.111 | Steps:   712 | Total Reward: -2259.9979998849144|
| Episode:  10 | Epsilon:  0.61 | Reward: -200.78944024591624 | Average Reward: -246.079 | Steps:   774 | Total Reward: -2460.7874401308295|
| Episode:  11 | Epsilon:  0.59 | Reward: -445.7908502223902 | Average Reward: -264.234 | Steps:   853 | Total Reward: -2906.5782903532195|
| Episode:  12 | Epsilon:  0.56 | Reward: -295.78727628246156 | Average Reward: -266.864 | Steps:   911 | Total Reward: -3202.3655666356794|
| Episode:  13 | Epsilon:  0.54 | Reward: -713.6703994085595 | Average Reward: -301.234 | Steps:  1000 | Total Reward: -3916.03596604424|
| Episode:  14 | Epsilon:  0.52 | Reward: -309.24883167369796 | Average Reward: -301.806 | Steps:  1100 | Total Reward: -4225.284797717939|
| Episode:  15 | Epsilon:  0.50 | Reward: -491.7886398192165 | Average Reward: -314.472 | Steps:  1167 | Total Reward: -4717.073437537153|
| Episode:  16 | Epsilon:  0.48 | Reward: -536.6895866759123 | Average Reward: -328.360 | Steps:  1235 | Total Reward: -5253.763024213064|
| Episode:  17 | Epsilon:  0.46 | Reward: -380.4202877058552 | Average Reward: -331.423 | Steps:  1301 | Total Reward: -5634.183311918923|
| Episode:  18 | Epsilon:  0.44 | Reward: -510.3144905264875 | Average Reward: -341.361 | Steps:  1395 | Total Reward: -6144.497802445409|
| Episode:  19 | Epsilon:  0.43 | Reward: -535.4258802872519 | Average Reward: -351.575 | Steps:  1480 | Total Reward: -6679.92368273266|
| Episode:  20 | Epsilon:  0.41 | Reward: -325.03466102207085 | Average Reward: -350.248 | Steps:  1535 | Total Reward: -7004.958343754731|
| Episode:  21 | Epsilon:  0.39 | Reward: -312.9164153189164 | Average Reward: -348.470 | Steps:  1589 | Total Reward: -7317.874759073648|
| Episode:  22 | Epsilon:  0.38 | Reward: -194.1225848076681 | Average Reward: -341.454 | Steps:  1646 | Total Reward: -7511.997343881318|
| Episode:  23 | Epsilon:  0.37 | Reward: -520.9957234889386 | Average Reward: -349.261 | Steps:  1719 | Total Reward: -8032.99306737026|
| Episode:  24 | Epsilon:  0.35 | Reward: -396.6996386313869 | Average Reward: -351.237 | Steps:  1793 | Total Reward: -8429.692706001642|
| Episode:  25 | Epsilon:  0.34 | Reward: -349.20925784250045 | Average Reward: -351.156 | Steps:  1848 | Total Reward: -8778.901963844144|
| Episode:  26 | Epsilon:  0.33 | Reward: -394.143357196606 | Average Reward: -352.809 | Steps:  1916 | Total Reward: -9173.045321040752|
| Episode:  27 | Epsilon:  0.32 | Reward: -633.9855608325583 | Average Reward: -363.223 | Steps:  2005 | Total Reward: -9807.030881873316|
| Episode:  28 | Epsilon:  0.31 | Reward: -243.976838782913 | Average Reward: -358.965 | Steps:  2098 | Total Reward: -10051.007720656235|
| Episode:  29 | Epsilon:  0.30 | Reward: -297.83985175810824 | Average Reward: -356.857 | Steps:  2262 | Total Reward: -10348.847572414337|
| Episode:  30 | Epsilon:  0.29 | Reward: -519.2978477387609 | Average Reward: -362.272 | Steps:  2366 | Total Reward: -10868.145420153094|
| Episode:  31 | Epsilon:  0.28 | Reward: -507.5435424237927 | Average Reward: -366.958 | Steps:  2537 | Total Reward: -11375.688962576889|
| Episode:  32 | Epsilon:  0.27 | Reward: -327.9258094650955 | Average Reward: -365.738 | Steps:  2660 | Total Reward: -11703.614772041978|
| Episode:  33 | Epsilon:  0.26 | Reward: -142.18050120658222 | Average Reward: -358.963 | Steps:  2759 | Total Reward: -11845.79527324856|
| Episode:  34 | Epsilon:  0.25 | Reward: -619.033804252015 | Average Reward: -366.613 | Steps:  2965 | Total Reward: -12464.829077500564|
| Episode:  35 | Epsilon:  0.25 | Reward: -76.71678447588039 | Average Reward: -358.330 | Steps:  3079 | Total Reward: -12541.54586197644|
| Episode:  36 | Epsilon:  0.24 | Reward: -146.12823030552318 | Average Reward: -352.435 | Steps:  3267 | Total Reward: -12687.674092281966|
| Episode:  37 | Epsilon:  0.23 | Reward: -20.729537691338635 | Average Reward: -343.470 | Steps:  3415 | Total Reward: -12708.403629973302|
| Episode:  38 | Epsilon:  0.23 | Reward: -296.16215354373594 | Average Reward: -342.225 | Steps:  3536 | Total Reward: -13004.565783517033|
| Episode:  39 | Epsilon:  0.22 | Reward: -394.5639707574071 | Average Reward: -343.567 | Steps:  3642 | Total Reward: -13399.129754274438|
| Episode:  40 | Epsilon:  0.21 | Reward: -419.50180710896194 | Average Reward: -345.466 | Steps:  3794 | Total Reward: -13818.631561383398|
| Episode:  41 | Epsilon:  0.21 | Reward: -401.42483711180876 | Average Reward: -346.831 | Steps:  3887 | Total Reward: -14220.0563984952|
| Episode:  42 | Epsilon:  0.20 | Reward: -441.7661421808231 | Average Reward: -349.091 | Steps:  4039 | Total Reward: -14661.822540676014|
| Episode:  43 | Epsilon:  0.20 | Reward: -334.73898637400214 | Average Reward: -348.757 | Steps:  4131 | Total Reward: -14996.561527050007|
| Episode:  44 | Epsilon:  0.19 | Reward: -316.13664342959066 | Average Reward: -348.016 | Steps:  4295 | Total Reward: -15312.698170479587|
| Episode:  45 | Epsilon:  0.19 | Reward: -255.46927401861473 | Average Reward: -345.959 | Steps:  4460 | Total Reward: -15568.167444498193|
| Episode:  46 | Epsilon:  0.18 | Reward: -375.2348846393027 | Average Reward: -346.596 | Steps:  4664 | Total Reward: -15943.402329137496|
| Episode:  47 | Epsilon:  0.18 | Reward: -203.0985878740388 | Average Reward: -343.543 | Steps:  4920 | Total Reward: -16146.500917011528|
| Episode:  48 | Epsilon:  0.18 | Reward: -112.42988574865716 | Average Reward: -338.728 | Steps:  4992 | Total Reward: -16258.930802760191|
| Episode:  49 | Epsilon:  0.17 | Reward: -121.70215804325177 | Average Reward: -334.299 | Steps:  5078 | Total Reward: -16380.632960803438|
| Episode:  50 | Epsilon:  0.17 | Reward: 9.134736092776294 | Average Reward: -327.430 | Steps:  5290 | Total Reward: -16371.498224710642|
| Episode:  51 | Epsilon:  0.17 | Reward: -477.8799134553765 | Average Reward: -330.380 | Steps:  5962 | Total Reward: -16849.378138166096|
| Episode:  52 | Epsilon:  0.16 | Reward: -115.3204348480661 | Average Reward: -326.244 | Steps:  6039 | Total Reward: -16964.69857301416|
| Episode:  53 | Epsilon:  0.16 | Reward: -158.99593973920022 | Average Reward: -323.089 | Steps:  6159 | Total Reward: -17123.69451275336|
| Episode:  54 | Epsilon:  0.16 | Reward: -224.76320685720495 | Average Reward: -321.268 | Steps:  6231 | Total Reward: -17348.457719610567|
| Episode:  55 | Epsilon:  0.15 | Reward: -174.0383067002089 | Average Reward: -318.591 | Steps:  6292 | Total Reward: -17522.496026310775|
| Episode:  56 | Epsilon:  0.15 | Reward: -161.9210665529616 | Average Reward: -315.793 | Steps:  6360 | Total Reward: -17684.41709286373|
| Episode:  57 | Epsilon:  0.15 | Reward: -210.64867339447156 | Average Reward: -313.949 | Steps:  6446 | Total Reward: -17895.06576625822|
| Episode:  58 | Epsilon:  0.15 | Reward: -181.77202143984232 | Average Reward: -311.670 | Steps:  6512 | Total Reward: -18076.83778769807|
| Episode:  59 | Epsilon:  0.14 | Reward: -214.76641179581657 | Average Reward: -310.027 | Steps:  6586 | Total Reward: -18291.604199493882|
| Episode:  60 | Epsilon:  0.14 | Reward: -135.86647285044398 | Average Reward: -307.125 | Steps:  6681 | Total Reward: -18427.47067234433|
| Episode:  61 | Epsilon:  0.14 | Reward: -247.80581332457257 | Average Reward: -306.152 | Steps:  6762 | Total Reward: -18675.27648566889|
| Episode:  62 | Epsilon:  0.14 | Reward: -303.11344143829 | Average Reward: -306.103 | Steps:  6871 | Total Reward: -18978.38992710716|
| Episode:  63 | Epsilon:  0.14 | Reward: -175.9138073886249 | Average Reward: -304.037 | Steps:  6959 | Total Reward: -19154.303734495767|
| Episode:  64 | Epsilon:  0.13 | Reward: -284.9445065260627 | Average Reward: -303.738 | Steps:  7029 | Total Reward: -19439.248241021825|
| Episode:  65 | Epsilon:  0.13 | Reward: -340.5950219927944 | Average Reward: -304.305 | Steps:  7105 | Total Reward: -19779.843263014616|
| Episode:  66 | Epsilon:  0.13 | Reward: -387.57676096313884 | Average Reward: -305.567 | Steps:  7170 | Total Reward: -20167.420023977757|
| Episode:  67 | Epsilon:  0.13 | Reward: -341.7446553786116 | Average Reward: -306.107 | Steps:  7238 | Total Reward: -20509.164679356367|
| Episode:  68 | Epsilon:  0.13 | Reward: -305.07512862460004 | Average Reward: -306.092 | Steps:  7301 | Total Reward: -20814.23980798097|
